(-28, -47, 'DDG', 1)
(-5, -16, 'DDG', 1)
(-23, -28, 'DDG', 1)
(-16, -23, 'DDG', 1)
(-28, -35, 'DDG', 1)
(-42, -47, 'DDG', 1)
(-16, -35, 'DDG', 1)
(-16, -35, 'DDG', 1)
(-35, -42, 'DDG', 1)
(-16, -35, 'DDG', 1)
(-23, -28, 'DDG', 1)
(-28, -47, 'DDG', 1)
(-5, -54, 'DDG', -1)
(-16, -23, 'DDG', 1)
(-16, -35, 'DDG', 1)
(-28, -47, 'DDG', 1)
(-42, -47, 'DDG', 1)
(-35, -42, 'DDG', 1)
(-23, -42, 'DDG', 1)
(-28, -47, 'DDG', 1)
(-123, -152, 'DDG', 1)
(-110, -152, 'DDG', 1)
(-83, -94, 'DDG', 1)
(-163, -174, 'DDG', 1)
(-110, -152, 'DDG', 1)
(-152, -174, 'DDG', 1)
(-163, -187, 'DDG', 1)
(-152, -174, 'DDG', 1)
(-136, -163, 'DDG', 1)
(-136, -163, 'DDG', 1)
(-152, -187, 'DDG', 1)
(-187, -200, 'DDG', 1)
(-123, -152, 'DDG', 1)
(-152, -187, 'DDG', 1)
(-163, -174, 'DDG', 1)
(-99, -110, 'DDG', 1)
(-123, -136, 'DDG', 1)
(-110, -136, 'DDG', 1)
(-136, -163, 'DDG', 1)
(-163, -174, 'DDG', 1)
(-163, -200, 'DDG', 1)
(-174, -200, 'DDG', 1)
(-152, -163, 'DDG', 1)
(-99, -123, 'DDG', 1)
(-99, -123, 'DDG', 1)
(-99, -110, 'DDG', 1)
(-136, -147, 'DDG', 1)
(-83, -123, 'DDG', 1)
(-83, -110, 'DDG', 1)
(-83, -94, 'DDG', 1)
(-123, -136, 'DDG', 1)
(-99, -136, 'DDG', 1)
(-99, -110, 'DDG', 1)
(-110, -136, 'DDG', 1)
(-123, -136, 'DDG', 1)
(-123, -152, 'DDG', 1)
(-152, -187, 'DDG', 1)
(-136, -163, 'DDG', 1)
(-147, -163, 'DDG', 1)
(-163, -174, 'DDG', 1)
(-187, -200, 'DDG', 1)
(-174, -200, 'DDG', 1)
(-187, -200, 'DDG', 1)
(-163, -200, 'DDG', 1)
(-110, -136, 'DDG', 1)
(-174, -200, 'DDG', 1)
(-136, -163, 'DDG', 1)
(-99, -110, 'DDG', 1)
(-147, -152, 'DDG', 1)
(-136, -163, 'DDG', 1)
(-83, -123, 'DDG', 1)
(-99, -123, 'DDG', 1)
(-152, -187, 'DDG', 1)
(-94, -152, 'DDG', 1)
(-123, -152, 'DDG', 1)
(-163, -187, 'DDG', 1)
(-163, -187, 'DDG', 1)
(-174, -200, 'DDG', 1)
(-110, -136, 'DDG', 1)
(-83, -110, 'DDG', 1)
(-136, -163, 'DDG', 1)
(-83, -110, 'DDG', 1)
(-64, -211, 'DDG', -1)
(-94, -147, 'DDG', 1)
(-110, -152, 'DDG', 1)
(-152, -174, 'DDG', 1)
(-94, -99, 'DDG', 1)
(-136, -147, 'DDG', 1)
(-136, -163, 'DDG', 1)
(-83, -123, 'DDG', 1)
(-99, -123, 'DDG', 1)
(-83, -110, 'DDG', 1)
(-99, -136, 'DDG', 1)
(-163, -187, 'DDG', 1)
(-83, -123, 'DDG', 1)
(-110, -152, 'DDG', 1)
(-64, -83, 'DDG', 1)
(-187, -200, 'DDG', 1)
(-123, -136, 'DDG', 1)
(-152, -174, 'DDG', 1)
(-263, -298, 'DDG', 1)
(-248, -313, 'DDG', 1)
(-256, -279, 'DDG', 1)
(-268, -291, 'DDG', 1)
(-298, -338, 'DDG', 1)
(-268, -287, 'DDG', 1)
(-256, -263, 'DDG', 1)
(-263, -268, 'DDG', 1)
(-283, -298, 'DDG', 1)
(-291, -313, 'DDG', 1)
(-298, -321, 'DDG', 1)
(-221, -345, 'DDG', -1)
(-279, -291, 'DDG', 1)
(-313, -325, 'DDG', 1)
(-287, -298, 'DDG', 1)
(-283, -298, 'DDG', 1)
(-291, -309, 'DDG', 1)
(-275, -325, 'DDG', 1)
(-291, -298, 'DDG', 1)
(-248, -317, 'DDG', 1)
(-248, -321, 'DDG', 1)
(-291, -309, 'DDG', 1)
(-325, -338, 'DDG', 1)
(-325, -338, 'DDG', 1)
(-275, -291, 'DDG', 1)
(-256, -279, 'DDG', 1)
(-279, -325, 'DDG', 1)
(-268, -283, 'DDG', 1)
(-268, -283, 'DDG', 1)
(-221, -256, 'DDG', 1)
(-298, -317, 'DDG', 1)
(-242, -283, 'DDG', 1)
(-298, -317, 'DDG', 1)
(-256, -275, 'DDG', 1)
(-321, -325, 'DDG', 1)
(-242, -279, 'DDG', 1)
(-317, -325, 'DDG', 1)
(-248, -309, 'DDG', 1)
(-291, -298, 'DDG', 1)
(-275, -291, 'DDG', 1)
(-263, -268, 'DDG', 1)
(-256, -263, 'DDG', 1)
(-242, -287, 'DDG', 1)
(-309, -325, 'DDG', 1)
(-298, -321, 'DDG', 1)
(-279, -291, 'DDG', 1)
(-291, -338, 'DDG', 1)
(-242, -275, 'DDG', 1)
(-256, -275, 'DDG', 1)
(-268, -287, 'DDG', 1)
(-291, -313, 'DDG', 1)
(-325, -338, 'DDG', 1)
(-283, -325, 'DDG', 1)
(-287, -298, 'DDG', 1)
(-325, -338, 'DDG', 1)
(-287, -325, 'DDG', 1)
(-385, -412, 'DDG', 1)
(-390, -417, 'DDG', 1)
(-374, -401, 'DDG', 1)
(-374, -385, 'DDG', 1)
(-412, -417, 'DDG', 1)
(-374, -401, 'DDG', 1)
(-390, -417, 'DDG', 1)
(-390, -417, 'DDG', 1)
(-385, -390, 'DDG', 1)
(-374, -401, 'DDG', 1)
(-390, -417, 'DDG', 1)
(-401, -412, 'DDG', 1)
(-390, -417, 'DDG', 1)
(-390, -401, 'DDG', 1)
(-374, -401, 'DDG', 1)
(-374, -401, 'DDG', 1)
(-374, -401, 'DDG', 1)
(-390, -417, 'DDG', 1)
(-401, -412, 'DDG', 1)
(-374, -401, 'DDG', 1)
(-355, -374, 'DDG', 1)
(-412, -417, 'DDG', 1)
(-374, -401, 'DDG', 1)
(-374, -385, 'DDG', 1)
(-390, -417, 'DDG', 1)
(-355, -428, 'DDG', -1)
(-390, -417, 'DDG', 1)
(-385, -390, 'DDG', 1)
(-464, -482, 'DDG', 1)
(-438, -451, 'DDG', 1)
(-451, -458, 'DDG', 1)
(-446, -471, 'DDG', 1)
(-464, -471, 'DDG', 1)
(-458, -464, 'DDG', 1)
(-464, -471, 'DDG', 1)
(-451, -458, 'DDG', 1)
(-438, -491, 'DDG', -1)
(-458, -477, 'DDG', 1)
(-458, -464, 'DDG', 1)
(-451, -464, 'DDG', 1)
(-458, -464, 'DDG', 1)
(-464, -482, 'DDG', 1)
(-464, -471, 'DDG', 1)
(-451, -458, 'DDG', 1)
(-446, -458, 'DDG', 1)
(-471, -477, 'DDG', 1)
(-477, -482, 'DDG', 1)
(-464, -471, 'DDG', 1)
(-458, -464, 'DDG', 1)
(-451, -458, 'DDG', 1)
(-1092, -1080, 'DDGout2', -1)
(-1027, -1051, 'DDGout5', -1)
(-1051, -1027, 'DDGout5', -1)
(-1064, -1071, 'CDG', -1)
(-988, -999, 'DDGheight', -1)
(-1064, -1071, 'DDGheight', -1)
(-1080, -1092, 'DDGout3', -1)
(-1071, -1092, 'CDG', -1)
(-1071, -1080, 'CDG', -1)
(-1039, -1015, 'DDGout1', -1)
(-1080, -1092, 'DDGout0', -1)
(-1015, -1039, 'DDGout2', -1)
(-1015, -1022, 'DDGsrc', -1)
(-999, -1064, 'CDG', -1)
(-1080, -1092, 'DDGout1', -1)
(-1006, -1046, 'CDG', -1)
(-1006, -1034, 'CDG', -1)
(-1027, -1051, 'DDGout6', -1)
(-1034, -1015, 'DDGsrc', -1)
(-1039, -1015, 'DDGout2', -1)
(-1022, -1027, 'DDGsrc', -1)
(-1051, -1058, 'DDGdst', -1)
(-1039, -1046, 'DDGdst', -1)
(-999, -1064, 'DDGheight', -1)
(-1051, -1058, 'DDGdst_stride', -1)
(-1046, -1051, 'DDGdst', -1)
(-1022, -1027, 'DDGsrc_stride', -1)
(-1006, -1022, 'CDG', -1)
(-1046, -1051, 'DDGdst_stride', -1)
(-1051, -1027, 'DDGout6', -1)
