(-15, -20, 'DDG', 1)
(-15, -39, 'DDG', 1)
(-12, -15, 'DDG', 1)
(-12, -25, 'DDG', 1)
(-25, -38, 'CDG', 1)
(-15, -39, 'DDG', 1)
(-12, -39, 'DDG', 1)
(-25, -39, 'DDG', 1)
(-5, -25, 'DDG', 1)
(-5, -39, 'DDG', 1)
(-5, -20, 'DDG', 1)
(-12, -15, 'DDG', 1)
(-15, -20, 'DDG', 1)
(-20, -39, 'DDG', 1)
(-5, -15, 'DDG', 1)
(-15, -20, 'DDG', 1)
(-25, -39, 'DDG', 1)
(-20, -25, 'DDG', 1)
(-5, -39, 'DDG', 1)
(-12, -20, 'DDG', 1)
(-15, -25, 'DDG', 1)
(-20, -39, 'DDG', 1)
(-5, -15, 'DDG', 1)
(-20, -25, 'DDG', 1)
(-20, -39, 'DDG', 1)
(-12, -20, 'DDG', 1)
(-15, -39, 'DDG', 1)
(-20, -39, 'DDG', 1)
(-5, -12, 'DDG', 1)
(-15, -25, 'DDG', 1)
(-5, -20, 'DDG', 1)
(-12, -39, 'DDG', 1)
(-5, -25, 'DDG', 1)
(-65, -72, 'DDG', 1)
(-81, -107, 'DDG', 1)
(-81, -87, 'DDG', 1)
(-72, -93, 'DDG', 1)
(-49, -87, 'DDG', 1)
(-72, -107, 'DDG', 1)
(-87, -107, 'DDG', 1)
(-81, -87, 'DDG', 1)
(-65, -93, 'DDG', 1)
(-72, -93, 'DDG', 1)
(-65, -93, 'DDG', 1)
(-56, -81, 'DDG', 1)
(-81, -87, 'DDG', 1)
(-87, -93, 'DDG', 1)
(-56, -107, 'DDG', 1)
(-56, -87, 'DDG', 1)
(-93, -107, 'DDG', 1)
(-81, -107, 'DDG', 1)
(-93, -106, 'CDG', 1)
(-87, -107, 'DDG', 1)
(-87, -107, 'DDG', 1)
(-49, -81, 'DDG', 1)
(-65, -93, 'DDG', 1)
(-56, -81, 'DDG', 1)
(-81, -93, 'DDG', 1)
(-56, -87, 'DDG', 1)
(-72, -93, 'DDG', 1)
(-81, -107, 'DDG', 1)
(-81, -87, 'DDG', 1)
(-72, -87, 'DDG', 1)
(-49, -107, 'DDG', 1)
(-87, -107, 'DDG', 1)
(-65, -72, 'DDG', 1)
(-81, -107, 'DDG', 1)
(-72, -81, 'DDG', 1)
(-56, -107, 'DDG', 1)
(-65, -81, 'DDG', 1)
(-87, -107, 'DDG', 1)
(-174, -212, 'DDG', 1)
(-254, -174, 'DDG', 1)
(-183, -263, 'DDG', 1)
(-174, -263, 'DDG', 1)
(-156, -254, 'DDG', 1)
(-254, -165, 'DDG', 1)
(-126, -183, 'DDG', 1)
(-165, -174, 'DDG', 1)
(-126, -165, 'DDG', 1)
(-156, -212, 'DDG', 1)
(-165, -245, 'DDG', 1)
(-212, -254, 'DDG', 1)
(-143, -212, 'CDG', 1)
(-245, -206, 'DDG', 1)
(-174, -165, 'DDG', 1)
(-263, -156, 'DDG', 1)
(-183, -245, 'DDG', 1)
(-218, -245, 'DDG', 1)
(-263, -212, 'DDG', 1)
(-165, -218, 'DDG', 1)
(-254, -218, 'DDG', 1)
(-183, -156, 'DDG', 1)
(-183, -218, 'DDG', 1)
(-165, -156, 'DDG', 1)
(-254, -165, 'DDG', 1)
(-156, -245, 'DDG', 1)
(-183, -165, 'DDG', 1)
(-245, -263, 'DDG', 1)
(-126, -156, 'DDG', 1)
(-119, -245, 'DDG', 1)
(-119, -218, 'DDG', 1)
(-245, -254, 'DDG', 1)
(-218, -174, 'DDG', 1)
(-245, -165, 'DDG', 1)
(-245, -156, 'DDG', 1)
(-254, -183, 'DDG', 1)
(-212, -183, 'DDG', 1)
(-183, -174, 'DDG', 1)
(-174, -245, 'DDG', 1)
(-183, -156, 'DDG', 1)
(-165, -156, 'DDG', 1)
(-254, -183, 'DDG', 1)
(-165, -183, 'DDG', 1)
(-119, -165, 'DDG', 1)
(-218, -183, 'DDG', 1)
(-156, -254, 'DDG', 1)
(-183, -165, 'DDG', 1)
(-165, -183, 'DDG', 1)
(-263, -254, 'DDG', 1)
(-218, -263, 'DDG', 1)
(-245, -254, 'DDG', 1)
(-183, -212, 'DDG', 1)
(-254, -263, 'DDG', 1)
(-165, -263, 'DDG', 1)
(-156, -174, 'DDG', 1)
(-183, -263, 'DDG', 1)
(-115, -143, 'DDG', 1)
(-206, -174, 'DDG', 1)
(-254, -156, 'DDG', 1)
(-263, -218, 'DDG', 1)
(-218, -165, 'DDG', 1)
(-218, -206, 'DDG', 1)
(-183, -165, 'DDG', 1)
(-245, -174, 'DDG', 1)
(-212, -218, 'DDG', 1)
(-119, -245, 'DDG', 1)
(-254, -183, 'DDG', 1)
(-126, -218, 'DDG', 1)
(-192, -212, 'DDG', 1)
(-183, -245, 'DDG', 1)
(-245, -156, 'DDG', 1)
(-174, -254, 'DDG', 1)
(-212, -263, 'DDG', 1)
(-212, -206, 'DDG', 1)
(-156, -254, 'DDG', 1)
(-183, -156, 'DDG', 1)
(-245, -183, 'DDG', 1)
(-263, -212, 'DDG', 1)
(-119, -218, 'DDG', 1)
(-206, -218, 'DDG', 1)
(-165, -245, 'DDG', 1)
(-183, -245, 'DDG', 1)
(-245, -165, 'DDG', 1)
(-174, -156, 'DDG', 1)
(-165, -156, 'DDG', 1)
(-245, -254, 'DDG', 1)
(-156, -183, 'DDG', 1)
(-245, -212, 'DDG', 1)
(-263, -183, 'DDG', 1)
(-183, -174, 'DDG', 1)
(-218, -263, 'DDG', 1)
(-245, -183, 'DDG', 1)
(-174, -183, 'DDG', 1)
(-218, -206, 'DDG', 1)
(-156, -183, 'DDG', 1)
(-174, -254, 'DDG', 1)
(-245, -165, 'DDG', 1)
(-143, -183, 'CDG', 1)
(-212, -165, 'DDG', 1)
(-119, -156, 'DDG', 1)
(-254, -156, 'DDG', 1)
(-156, -263, 'DDG', 1)
(-218, -212, 'DDG', 1)
(-174, -218, 'DDG', 1)
(-212, -263, 'DDG', 1)
(-165, -254, 'DDG', 1)
(-254, -183, 'DDG', 1)
(-254, -245, 'DDG', 1)
(-119, -156, 'DDG', 1)
(-156, -165, 'DDG', 1)
(-183, -254, 'DDG', 1)
(-206, -254, 'DDG', 1)
(-212, -192, 'DDG', 1)
(-254, -156, 'DDG', 1)
(-263, -212, 'DDG', 1)
(-212, -218, 'DDG', 1)
(-263, -245, 'DDG', 1)
(-165, -174, 'DDG', 1)
(-183, -174, 'DDG', 1)
(-245, -183, 'DDG', 1)
(-263, -165, 'DDG', 1)
(-165, -212, 'DDG', 1)
(-218, -254, 'DDG', 1)
(-263, -212, 'DDG', 1)
(-254, -174, 'DDG', 1)
(-156, -245, 'DDG', 1)
(-245, -174, 'DDG', 1)
(-183, -206, 'DDG', 1)
(-174, -206, 'DDG', 1)
(-143, -245, 'CDG', 1)
(-174, -156, 'DDG', 1)
(-174, -183, 'DDG', 1)
(-174, -165, 'DDG', 1)
(-143, -156, 'CDG', 1)
(-156, -165, 'DDG', 1)
(-119, -165, 'DDG', 1)
(-263, -206, 'DDG', 1)
(-218, -206, 'DDG', 1)
(-165, -156, 'DDG', 1)
(-183, -174, 'DDG', 1)
(-212, -263, 'DDG', 1)
(-245, -263, 'DDG', 1)
(-212, -254, 'DDG', 1)
(-263, -218, 'DDG', 1)
(-254, -165, 'DDG', 1)
(-156, -165, 'DDG', 1)
(-254, -218, 'DDG', 1)
(-199, -206, 'DDG', 1)
(-245, -156, 'DDG', 1)
(-143, -174, 'CDG', 1)
(-263, -206, 'DDG', 1)
(-126, -206, 'DDG', 1)
(-183, -254, 'DDG', 1)
(-212, -174, 'DDG', 1)
(-218, -174, 'DDG', 1)
(-119, -126, 'DDG', 1)
(-156, -218, 'DDG', 1)
(-206, -212, 'DDG', 1)
(-192, -263, 'DDG', 1)
(-206, -212, 'DDG', 1)
(-156, -245, 'DDG', 1)
(-165, -254, 'DDG', 1)
(-143, -254, 'CDG', 1)
(-218, -254, 'DDG', 1)
(-212, -183, 'DDG', 1)
(-206, -263, 'DDG', 1)
(-126, -212, 'DDG', 1)
(-254, -183, 'DDG', 1)
(-126, -263, 'DDG', 1)
(-156, -174, 'DDG', 1)
(-212, -206, 'DDG', 1)
(-156, -218, 'DDG', 1)
(-254, -174, 'DDG', 1)
(-143, -218, 'CDG', 1)
(-183, -165, 'DDG', 1)
(-206, -156, 'DDG', 1)
(-254, -263, 'DDG', 1)
(-174, -254, 'DDG', 1)
(-245, -174, 'DDG', 1)
(-119, -206, 'DDG', 1)
(-174, -206, 'DDG', 1)
(-245, -156, 'DDG', 1)
(-212, -199, 'DDG', 1)
(-212, -263, 'DDG', 1)
(-174, -245, 'DDG', 1)
(-218, -183, 'DDG', 1)
(-206, -192, 'DDG', 1)
(-165, -218, 'DDG', 1)
(-165, -183, 'DDG', 1)
(-206, -245, 'DDG', 1)
(-174, -156, 'DDG', 1)
(-183, -156, 'DDG', 1)
(-206, -174, 'DDG', 1)
(-206, -218, 'DDG', 1)
(-165, -245, 'DDG', 1)
(-119, -212, 'DDG', 1)
(-174, -254, 'DDG', 1)
(-263, -254, 'DDG', 1)
(-212, -263, 'DDG', 1)
(-183, -212, 'DDG', 1)
(-245, -254, 'DDG', 1)
(-119, -126, 'DDG', 1)
(-212, -245, 'DDG', 1)
(-143, -263, 'CDG', 1)
(-245, -218, 'DDG', 1)
(-263, -218, 'DDG', 1)
(-143, -199, 'CDG', 1)
(-156, -174, 'DDG', 1)
(-245, -174, 'DDG', 1)
(-212, -165, 'DDG', 1)
(-218, -156, 'DDG', 1)
(-254, -183, 'DDG', 1)
(-245, -165, 'DDG', 1)
(-165, -263, 'DDG', 1)
(-263, -192, 'DDG', 1)
(-165, -254, 'DDG', 1)
(-254, -245, 'DDG', 1)
(-156, -254, 'DDG', 1)
(-174, -183, 'DDG', 1)
(-192, -206, 'DDG', 1)
(-245, -183, 'DDG', 1)
(-218, -245, 'DDG', 1)
(-263, -183, 'DDG', 1)
(-143, -192, 'CDG', 1)
(-206, -183, 'DDG', 1)
(-156, -183, 'DDG', 1)
(-183, -245, 'DDG', 1)
(-165, -206, 'DDG', 1)
(-126, -254, 'DDG', 1)
(-165, -174, 'DDG', 1)
(-218, -156, 'DDG', 1)
(-206, -218, 'DDG', 1)
(-174, -254, 'DDG', 1)
(-143, -165, 'CDG', 1)
(-263, -245, 'DDG', 1)
(-254, -212, 'DDG', 1)
(-254, -245, 'DDG', 1)
(-206, -263, 'DDG', 1)
(-126, -174, 'DDG', 1)
(-174, -183, 'DDG', 1)
(-206, -199, 'DDG', 1)
(-254, -206, 'DDG', 1)
(-165, -245, 'DDG', 1)
(-206, -263, 'DDG', 1)
(-263, -165, 'DDG', 1)
(-165, -212, 'DDG', 1)
(-183, -254, 'DDG', 1)
(-218, -244, 'CDG', 1)
(-156, -183, 'DDG', 1)
(-165, -245, 'DDG', 1)
(-119, -174, 'DDG', 1)
(-218, -165, 'DDG', 1)
(-212, -218, 'DDG', 1)
(-183, -174, 'DDG', 1)
(-174, -165, 'DDG', 1)
(-183, -218, 'DDG', 1)
(-156, -165, 'DDG', 1)
(-206, -165, 'DDG', 1)
(-174, -183, 'DDG', 1)
(-263, -174, 'DDG', 1)
(-165, -245, 'DDG', 1)
(-119, -254, 'DDG', 1)
(-263, -206, 'DDG', 1)
(-183, -254, 'DDG', 1)
(-174, -156, 'DDG', 1)
(-174, -245, 'DDG', 1)
(-218, -212, 'DDG', 1)
(-245, -165, 'DDG', 1)
(-206, -212, 'DDG', 1)
(-165, -183, 'DDG', 1)
(-165, -174, 'DDG', 1)
(-254, -174, 'DDG', 1)
(-183, -254, 'DDG', 1)
(-245, -165, 'DDG', 1)
(-156, -245, 'DDG', 1)
(-254, -156, 'DDG', 1)
(-126, -174, 'DDG', 1)
(-165, -156, 'DDG', 1)
(-174, -165, 'DDG', 1)
(-174, -218, 'DDG', 1)
(-133, -143, 'CDG', 1)
(-199, -263, 'DDG', 1)
(-156, -206, 'DDG', 1)
(-156, -165, 'DDG', 1)
(-206, -156, 'DDG', 1)
(-245, -212, 'DDG', 1)
(-126, -183, 'DDG', 1)
(-263, -199, 'DDG', 1)
(-212, -156, 'DDG', 1)
(-183, -254, 'DDG', 1)
(-218, -212, 'DDG', 1)
(-254, -212, 'DDG', 1)
(-126, -254, 'DDG', 1)
(-218, -263, 'DDG', 1)
(-119, -183, 'DDG', 1)
(-254, -174, 'DDG', 1)
(-254, -165, 'DDG', 1)
(-212, -206, 'DDG', 1)
(-156, -245, 'DDG', 1)
(-212, -245, 'DDG', 1)
(-263, -212, 'DDG', 1)
(-156, -206, 'DDG', 1)
(-245, -218, 'DDG', 1)
(-199, -212, 'DDG', 1)
(-156, -174, 'DDG', 1)
(-143, -206, 'CDG', 1)
(-245, -156, 'DDG', 1)
(-165, -254, 'DDG', 1)
(-126, -245, 'DDG', 1)
(-126, -218, 'DDG', 1)
(-254, -245, 'DDG', 1)
(-119, -263, 'DDG', 1)
(-174, -245, 'DDG', 1)
(-291, -295, 'DDG', 1)
(-295, -299, 'DDG', 1)
(-295, -307, 'DDG', 1)
(-291, -299, 'DDG', 1)
(-284, -299, 'DDG', 1)
(-274, -291, 'DDG', 1)
(-281, -291, 'DDG', 1)
(-284, -291, 'DDG', 1)
(-281, -307, 'DDG', 1)
(-284, -299, 'DDG', 1)
(-274, -295, 'DDG', 1)
(-299, -306, 'CDG', 1)
(-291, -307, 'DDG', 1)
(-274, -307, 'DDG', 1)
(-274, -284, 'DDG', 1)
(-281, -295, 'DDG', 1)
(-284, -295, 'DDG', 1)
(-281, -284, 'DDG', 1)
(-295, -307, 'DDG', 1)
(-291, -295, 'DDG', 1)
(-291, -299, 'DDG', 1)
(-284, -307, 'DDG', 1)
(-274, -299, 'DDG', 1)
(-299, -307, 'DDG', 1)
(-281, -299, 'DDG', 1)
(-299, -307, 'DDG', 1)
(-284, -295, 'DDG', 1)
(-284, -307, 'DDG', 1)
(-274, -281, 'DDG', 1)
(-295, -299, 'DDG', 1)
(-284, -299, 'DDG', 1)
(-295, -307, 'DDG', 1)
(-281, -299, 'DDG', 1)
(-274, -295, 'DDG', 1)
(-274, -291, 'DDG', 1)
(-281, -284, 'DDG', 1)
(-291, -307, 'DDG', 1)
(-281, -291, 'DDG', 1)
(-284, -291, 'DDG', 1)
(-274, -307, 'DDG', 1)
(-320, -347, 'DDG', 1)
(-338, -344, 'CDG', 1)
(-317, -320, 'DDG', 1)
(-320, -329, 'DDG', 1)
(-317, -329, 'DDG', 1)
(-329, -335, 'CDG', 1)
(-320, -338, 'DDG', 1)
(-329, -347, 'DDG', 1)
(-338, -347, 'DDG', 1)
(-320, -326, 'CDG', 1)
(-329, -338, 'DDG', 1)
(-317, -347, 'DDG', 1)
(-317, -338, 'DDG', 1)
(-701, -705, 'DDGlen', 1)
(-721, -735, 'CDG', 1)
(-721, -737, 'CDG', 1)
(-716, -726, 'DDGmsg', 1)
(-726, -732, 'DDGap', 1)
(-732, -739, 'DDGap', 1)
(-721, -739, 'CDG', 1)
(-726, -732, 'DDGmsg', 1)
(-721, -726, 'CDG', 1)
(-721, -729, 'CDG', 1)
(-721, -732, 'CDG', 1)
(-750, -760, 'CDG', 1)
(-760, -770, 'CDG', 1)
(-750, -772, 'CDG', 1)
(-747, -750, 'DDGlen', 1)
(-760, -750, 'CDG', 1)
(-25, -743, 'AST', 1)
(-12, -701, 'AST', 1)
(-5, -701, 'AST', 1)
(-65, -701, 'AST', 1)
(-49, -701, 'AST', 1)
(-93, -743, 'AST', 1)
(-56, -701, 'AST', 1)
(-119, -701, 'AST', 1)
(-199, -701, 'AST', 1)
(-143, -716, 'AST', 1)
(-126, -701, 'AST', 1)
(-192, -701, 'AST', 1)
(-218, -743, 'AST', 1)
(-274, -701, 'AST', 1)
(-281, -701, 'AST', 1)
(-299, -743, 'AST', 1)
(-338, -716, 'AST', 1)
(-329, -716, 'AST', 1)
(-320, -716, 'AST', 1)
===========================
(-25, 1, '-', 0, '+70', 'if (!float_near_abs_eps_array((float *)dst0, (float *)dst1, EPS, BUF_SIZE * 2))')
(-20, 1, '-', 0, '+69', 'call_new(dst1, src0, src1, BUF_SIZE)')
(-12, 1, '-', 0, '+67', 'randomize(src1, BUF_SIZE)')
(-38, 1, '-', 0, '+71', 'fail()')
(-39, 1, '-', 0, '+72', 'bench_new(dst1, src0, src1, BUF_SIZE)')
(-5, 1, '-', 0, '+66', 'randomize((INTFLOAT *)src0, BUF_SIZE * 2)')
(-15, 1, '-', 0, '+68', 'call_ref(dst0, src0, src1, BUF_SIZE)')
(-2, 1, '-', 0, '+56', 'test_mul_pair_single (void)')
(-65, 1, '-', 0, '+89', 'randomize((INTFLOAT *)dst0, BUF_SIZE * 2)')
(-49, 1, '-', 0, '+86', 'randomize((INTFLOAT *)in, 12 * 2)')
(-72, 1, '-', 0, '+90', 'memcpy(dst1, dst0, BUF_SIZE * 2 * sizeof(INTFLOAT))')
